sha256,numero_archivos,clases,particiones,entre_clases,entre_particiones,rutas_relativas
23433f3c35c0851fa0baf17eed5dd7b37b43e0de141367605ac1f9a5167b2b50,2,pituitary,sin_particion,False,False,pituitary/1153.jpg | pituitary/1593.jpg
236cf2aafcf3c2beb9a1d6c549fed4861f3fa7f547c5b8e66b17d8ac4aff54bb,3,healthy,sin_particion,False,False,healthy/0562.jpg | healthy/1163.jpg | healthy/1992.jpg
26d16c6acf76ce47636eab6a453d8f98866df391c968bbf08094d498a5f28616,2,meningioma,sin_particion,False,False,meningioma/0379.jpg | meningioma/1475.jpg
2774d4bfc07ab3e95904fd2c35f7114f558a0c1ac037312c6dd1e3f7f139804f,2,meningioma,sin_particion,False,False,meningioma/0179.jpg | meningioma/1588.jpg
2b96b104354d5a90670bc2507b5d8cec2668b740583c932bde61002c5a17a238,2,healthy,sin_particion,False,False,healthy/0056.jpg | healthy/0741.jpg
2bbaf6e622e4c511aedb092c587572320d6ba81769cacd2c4c034c952003d5de,2,healthy,sin_particion,False,False,healthy/0049.jpg | healthy/1016.jpg
2bea75c4cf3784d22054aff5f05a00024794c6bdffca77dc5f7b58e6aad55af4,6,healthy,sin_particion,False,False,healthy/0641.jpg | healthy/0755.jpg | healthy/1526.jpg | healthy/1624.jpg | healthy/1849.jpg | healthy/1959.jpg
2c9915f083ce8a9440dba1c008f758c4eefedef6a3cb1cb3fad41c89c46832b6,2,healthy,sin_particion,False,False,healthy/0739.jpg | healthy/1376.jpg
2cc9121dabd99e4bb51d1dcb44d3460c6db3771a08c307366cefeb17411b96bc,2,pituitary,sin_particion,False,False,pituitary/0900.jpg | pituitary/1096.jpg
2d296bf433e0149619862f8f421412b5f6b79d7a972b08c8d7223dfb93da738b,2,healthy,sin_particion,False,False,healthy/0829.jpg | healthy/1176.jpg
2d9555995431153584b7e06c2b73d366351a8b39f4425f07e07c4b773051ba1e,2,healthy,sin_particion,False,False,healthy/0405.jpg | healthy/0919.jpg
2e8c8b9435f020b77e62863dae0c8cd7e041971c61a0ad721871cf1ca8feb445,2,meningioma,sin_particion,False,False,meningioma/0995.jpg | meningioma/1460.jpg
30afbbfe0449e0abb12cfc66c3313ed6116b27df116273b8776889558cc0667c,3,healthy,sin_particion,False,False,healthy/0784.jpg | healthy/1219.jpg | healthy/1811.jpg
30c9e9af6f909b8f3825c02760d74a733fc6ff243c816ecbc93fb929b7cbb79e,2,meningioma,sin_particion,False,False,meningioma/0351.jpg | meningioma/1591.jpg
3145d8f3e2608dbed19e76563291b3e8ab4a1cb9825beceda75eef1273627775,2,meningioma,sin_particion,False,False,meningioma/0834.jpg | meningioma/1596.jpg
324e785ad7cefc22a008c64b043dbb6483006e9ba64575feb6f9eabe5f60e748,3,healthy,sin_particion,False,False,healthy/1237.jpg | healthy/1383.jpg | healthy/1885.jpg
3417074c8e7cba2822aa2cb287f01da6890657b5f3aabd6a0eee96583060f2b7,2,healthy,sin_particion,False,False,healthy/1497.jpg | healthy/1550.jpg
352161435f0c95a4abb26956862851a26b20afdda8f40538abb252f5a3da118f,2,healthy,sin_particion,False,False,healthy/0296.jpg | healthy/0906.jpg
358bd5c6eab5a2a878a3ce82445476cb0fd0b4df36e9e4223e251ba2bc289f20,3,healthy,sin_particion,False,False,healthy/0586.jpg | healthy/0637.jpg | healthy/1204.jpg
36108456d028f806e4798e28080f5325730cdd8e5f731587a68e76abd9162307,2,healthy,sin_particion,False,False,healthy/0520.jpg | healthy/0938.jpg
37803672a17c35f55b04e52301cc17a4575b0b3b38b744ea41add1a3a12bd311,2,healthy,sin_particion,False,False,healthy/0294.jpg | healthy/1660.jpg
37b5e9326a23ee9157418bf91dad961397ce6011d8db6d29ef1590533c9b0c01,3,healthy,sin_particion,False,False,healthy/0270.jpg | healthy/0513.jpg | healthy/1325.jpg
3b830f8d3ec4095be7b296ad035ea20d8f3bddc300ed0a46629876ff5cdaf70d,3,healthy,sin_particion,False,False,healthy/0477.jpg | healthy/0798.jpg | healthy/1116.jpg
3b9509fcf311ad8ed94dbd5a5ab3110e2d8449457f536dddb9296262b5367f15,3,healthy,sin_particion,False,False,healthy/0717.jpg | healthy/0884.jpg | healthy/1623.jpg
3bf1c320f9b9baa5e406b7ebbac26d121e4f04f715df7110a9838e4dd38b8af1,2,healthy,sin_particion,False,False,healthy/0267.jpg | healthy/1478.jpg
3d43e7c55d4e3f998e5062bd655e218354d82064ca7e2970d49bb261c46b9e2b,2,meningioma,sin_particion,False,False,meningioma/0629.jpg | meningioma/1571.jpg
3d833e4abc681f5e5be3497c9c9e02dcc714045f91143d5f802043b15eed6af9,2,healthy,sin_particion,False,False,healthy/0836.jpg | healthy/1401.jpg
3d9335d7799d278070526eb4104159bab1666a314af8708156411eb2ca4c823a,2,meningioma,sin_particion,False,False,meningioma/0273.jpg | meningioma/1627.jpg
3e229cefee42727d1ad0b64004bcd9480a51079bc67d348df1575ba26c4b8d59,5,healthy,sin_particion,False,False,healthy/0150.jpg | healthy/0196.jpg | healthy/0665.jpg | healthy/0887.jpg | healthy/1455.jpg
3f47340ce2a8a478a0d03777ff3f3f7cd3f7a435167a6172773d883142eb96eb,2,meningioma,sin_particion,False,False,meningioma/0764.jpg | meningioma/1581.jpg
403ddf19cbc83a9ec27c0258d3eef1d635098e9ca5bdf1491f4784ea0cee08ee,2,meningioma,sin_particion,False,False,meningioma/0944.jpg | meningioma/1414.jpg
40b75f4b3aab36d9a1076ad41d9555dfe142ff00e2e8169aaf96977a8ef22cc0,3,healthy,sin_particion,False,False,healthy/0788.jpg | healthy/1189.jpg | healthy/1680.jpg
411062cc37cc0eb4ef9efc8ad6ee1639721777e28f46b0bc111b934c7995a0fb,2,healthy,sin_particion,False,False,healthy/0011.jpg | healthy/1780.jpg
417dc897773b616f9814ec96690984b8baed7ce6e5aebc47e7cf13cd5210c041,3,healthy,sin_particion,False,False,healthy/0593.jpg | healthy/1174.jpg | healthy/1896.jpg
41afa888fa3fd23b1a8e1f0044a93f0fa10acbc87c83a968dfdd739dec33c194,6,healthy,sin_particion,False,False,healthy/0021.jpg | healthy/0035.jpg | healthy/0615.jpg | healthy/0662.jpg | healthy/1099.jpg | healthy/1115.jpg
4220152a69c6e7c6f83368a4d609cd7f6b9506b0ef0032bc91535b75d6c0aca8,2,healthy,sin_particion,False,False,healthy/0714.jpg | healthy/0875.jpg
43a8b41ad8a829ee49c51c4f76fea3eba44669a6082611849f792ad24c8c204f,2,meningioma,sin_particion,False,False,meningioma/0987.jpg | meningioma/1569.jpg
43de13fb37ec720b99b4382845b2b2b8b8377fadcd3957f9123a621cb43a9147,2,meningioma,sin_particion,False,False,meningioma/0608.jpg | meningioma/1428.jpg
4578766c42c6dc32c00d7d7c324c1828d1d8d167224bcbf324eae655db68c68a,2,healthy,sin_particion,False,False,healthy/0090.jpg | healthy/1659.jpg
46331fb1ba4137782bd0575c5ab2569d264170530f8763b50fe22c81fefd54bd,2,healthy,sin_particion,False,False,healthy/0119.jpg | healthy/1580.jpg
471d50427cb560eaa2e8b5438eedf3c5b40e6a671a5e2e4e237f05483dadf7e4,3,healthy,sin_particion,False,False,healthy/0291.jpg | healthy/0434.jpg | healthy/1144.jpg
474002eb36e68a0636137db066ba0cb6b63ad24c8f9033ec4bed8e90c2013d78,2,healthy,sin_particion,False,False,healthy/1495.jpg | healthy/1897.jpg
4a1d7e77d2384aa18d80e0435320f3d57fb6b79c884c4e97c296d016ef636743,5,healthy,sin_particion,False,False,healthy/0234.jpg | healthy/0617.jpg | healthy/0753.jpg | healthy/1776.jpg | healthy/1818.jpg
4ae52b1a1462855edeceb6e3ee69b8dde30bfd8c9d85c62a9bec68c6ff072768,2,meningioma,sin_particion,False,False,meningioma/0213.jpg | meningioma/1536.jpg
4b11ba0620d40df6813304234ca06ba1b917dc0e8b9336ef3159e61bb9d1b812,2,healthy,sin_particion,False,False,healthy/1168.jpg | healthy/1367.jpg
4c0ff0f462ffa19b4ef6330bc26fbd1067a38a2167bc72f113b1ca74af1c15f7,2,healthy,sin_particion,False,False,healthy/0907.jpg | healthy/0960.jpg
4d5b26f58bd450bb49128ba6aadc0c6f87cde52c573ae265d1c7b870c61686b2,2,meningioma,sin_particion,False,False,meningioma/1001.jpg | meningioma/1566.jpg
4e6df9762e888e4cd4e431ab3ba753adb1b706f0de51eaca7266b21b333f565d,2,meningioma,sin_particion,False,False,meningioma/0986.jpg | meningioma/1621.jpg
4f00944479dea754eec3180be02244f70cd8b94d37f26087179ace877178d298,2,meningioma,sin_particion,False,False,meningioma/0498.jpg | meningioma/1442.jpg
522208a47b435e5ce8332710e4fe72888f6a633b8af9ccc628b93bfc8f6d08ff,2,healthy,sin_particion,False,False,healthy/0576.jpg | healthy/1337.jpg
523d3555f70b90ed4af90c9e38cf66e493cca97f6089c36173ade49c6d3e817c,2,meningioma,sin_particion,False,False,meningioma/1300.jpg | meningioma/1424.jpg
55229488139accf6005a398f4969f4e7aa8195f04e4caf0ec0327f3162dde942,5,healthy,sin_particion,False,False,healthy/0257.jpg | healthy/1126.jpg | healthy/1190.jpg | healthy/1791.jpg | healthy/1871.jpg
55b2f64ba70b6e788688309427bb1a2bf26013549e568e625903cba3f21e9e64,2,healthy,sin_particion,False,False,healthy/0243.jpg | healthy/0744.jpg
561b593545e3456b58aaaed887e90d3f73c3548b14ff9e07d6b6aa2ff08151ae,2,meningioma,sin_particion,False,False,meningioma/0352.jpg | meningioma/1612.jpg
565793c3e74af5d9a0ca038eb1b0d32b82847e8eb76f09e498876f1e14a29a50,2,healthy,sin_particion,False,False,healthy/0247.jpg | healthy/1261.jpg
56d35cd65c9118abb0d8bd141668429ec090d088a06f1d34ea67f56af183a2bf,2,meningioma,sin_particion,False,False,meningioma/1331.jpg | meningioma/1368.jpg
571d22026c0694d1f1d0b98bbcac5526061b7cc5945fdfc6d5836134dd3821ab,2,healthy,sin_particion,False,False,healthy/0328.jpg | healthy/0776.jpg
57dd40bc7a19e94c6b6e696c74d9d25840cc921127393dc361b309fbf0d27750,2,healthy,sin_particion,False,False,healthy/0444.jpg | healthy/0886.jpg
585f7c8129dd61e14e9cd322b3db3fe94aec838507845cedb8962ed23864ac6a,2,healthy,sin_particion,False,False,healthy/0844.jpg | healthy/0994.jpg
589e6c32c18d0979c5aa7257fa96ce1c0c29a2cddcb3b8484a9c64a34b1330d7,3,healthy,sin_particion,False,False,healthy/1320.jpg | healthy/1601.jpg | healthy/1803.jpg
58a30b569c2ccea2c036461ed5d11aa12de56ff3194e7e8a5b155c9bed09c379,2,meningioma,sin_particion,False,False,meningioma/1255.jpg | meningioma/1519.jpg
5a3be01c7a560b55acd2e759e5aec0492563c80e8ead8374b5cbc5b0c81bbfe4,2,healthy,sin_particion,False,False,healthy/1301.jpg | healthy/1702.jpg
5c5ad24ec1804c1a2c3db3e6931c167fbf8b1c0c501ef9397483b39aafe99394,2,healthy,sin_particion,False,False,healthy/0076.jpg | healthy/1192.jpg
5c7d4f37cf7de6125c8180ca7b12777794543eed102e4d85271604d9ef13cb7e,2,healthy,sin_particion,False,False,healthy/0052.jpg | healthy/1393.jpg
5e4b973a5500787c0c7e13cd7a0a04f3e9ea758535d08c6dbec81def322b9c1e,2,meningioma,sin_particion,False,False,meningioma/0200.jpg | meningioma/1625.jpg
5ee5c79a100d43c75af29059bb8aacab59959f7f48b7ccece44fc33f19c5ecc3,4,healthy,sin_particion,False,False,healthy/0646.jpg | healthy/0912.jpg | healthy/1082.jpg | healthy/1382.jpg
5f26104124a38ccf1bfe53d0a4cb382f2954455e12767c481b754d9730bc347d,2,meningioma,sin_particion,False,False,meningioma/1335.jpg | meningioma/1593.jpg
6088f5a1e24ca2916f338985daebf1d8dcc0478ba27f9c066c79743ff147da06,3,healthy,sin_particion,False,False,healthy/0050.jpg | healthy/0502.jpg | healthy/1338.jpg
6461b445e0fb9180ced25190714902590435d86fea0e0e0afc9e32cfd4dad251,2,meningioma,sin_particion,False,False,meningioma/0852.jpg | meningioma/1422.jpg
64714964cb18401b6c7b0c643700bbed6404dc2bc8116dee153291204a2b6c53,2,healthy,sin_particion,False,False,healthy/0536.jpg | healthy/0982.jpg
6649f65f366da05e2462c0c406e7eb2ba0a6344775d745b4a69b58f7956ac16a,2,healthy,sin_particion,False,False,healthy/0055.jpg | healthy/0607.jpg
6884d0d4d2f6e7080c8f6f75ff482715157c3b84e52ac281e42872d8d8210b82,3,healthy,sin_particion,False,False,healthy/0778.jpg | healthy/1323.jpg | healthy/1613.jpg
69bf86eb8c95d45cfb354164eb46dc728ba0435e24f8e408f60636a904080eae,2,meningioma,sin_particion,False,False,meningioma/0215.jpg | meningioma/1606.jpg
6a3ebe28b40078c38f0ffbcf81dc37ee3123d9f8c098b0a794b39f325cf93fad,3,healthy,sin_particion,False,False,healthy/0260.jpg | healthy/1458.jpg | healthy/1892.jpg
6b5fcdb33b28c2249bfbb0a8209f63e40b448e018cef5744b409e4602ad4d89e,2,meningioma,sin_particion,False,False,meningioma/0388.jpg | meningioma/1358.jpg
6b80beb7120f26429d84deb099bab08d66aae1a24359b195b99b19f00a8572e6,2,meningioma,sin_particion,False,False,meningioma/0563.jpg | meningioma/1527.jpg
6c24fa4314b8b58de047dd2a012879b63da8e1584be4c0a99ce3a3223e9463bf,2,meningioma,sin_particion,False,False,meningioma/0630.jpg | meningioma/1487.jpg
6c35fce674276beb83d3e9a24c48dfc503fb08d8e48c8a8b5264d189c84568ba,2,healthy,sin_particion,False,False,healthy/1515.jpg | healthy/1804.jpg
6dcd92e27c5d92eb314911f78dc324833ee023da93fc0452d257664cb62c0eaa,2,healthy,sin_particion,False,False,healthy/0733.jpg | healthy/1970.jpg
6e0fd33ed2e686d2263bd4021bc832e34358a2c28c8d20edd45d00bf28d8a7df,3,healthy,sin_particion,False,False,healthy/0074.jpg | healthy/0808.jpg | healthy/1854.jpg
6e65f6ac076893f99da63ae82f43b446811cb17c7e32dbb37dcdff7f1db0b9d0,2,healthy,sin_particion,False,False,healthy/0566.jpg | healthy/1317.jpg
6e70c4aa31dbf8353b9f9ab559aeb3640465ee4b202abb983507fb1983498a81,2,meningioma,sin_particion,False,False,meningioma/0499.jpg | meningioma/1520.jpg
7025e1c1b1037237918f8f808858e459d7b633ff3c7100ff9bbe43163109f9ad,2,healthy,sin_particion,False,False,healthy/0372.jpg | healthy/0478.jpg
703fd49c2714c0bcb3a4eb180a41acd97df54ce933813b321e01a8b6dd0ce280,2,healthy,sin_particion,False,False,healthy/0718.jpg | healthy/0927.jpg
70407c09806e743a3c0d78a1e956f7a6c5300f4f45675d477aad9d32f8831e84,2,pituitary,sin_particion,False,False,pituitary/0272.jpg | pituitary/1110.jpg
7090480a5d3cf027fd2726e6449f75e80e34cc92c60944f7ceb0bd45531b9cd4,2,healthy,sin_particion,False,False,healthy/0654.jpg | healthy/0758.jpg
721f2f0e769eea7c10358323829ee6cde0dfa2b48ead9ed0c005612d9e35a6da,2,healthy,sin_particion,False,False,healthy/1011.jpg | healthy/1984.jpg
735219e2579bde16d0460aab9898bb31a88c30d9d0e2e315f99c5c5002c52a11,2,healthy,sin_particion,False,False,healthy/0202.jpg | healthy/0389.jpg
73b850aceb75650cf799e9ddcea0cb637dcd8a7a2deb9d4cc1a80698d09efc69,2,healthy,sin_particion,False,False,healthy/1015.jpg | healthy/1532.jpg
75fce59afad0f3bae97de8a704b1c1e29e3d90cccd1ea20c05541fde1977d1d6,2,healthy,sin_particion,False,False,healthy/1250.jpg | healthy/1966.jpg
7685d9e5d78cadc53749246017add57b334352dc2b89c3901618484be5bf954c,2,meningioma,sin_particion,False,False,meningioma/0740.jpg | meningioma/1512.jpg
77921ffec177440ded62732b76714f1be62e60df71ebd853f1ec8f1ecc2298b1,3,healthy,sin_particion,False,False,healthy/1339.jpg | healthy/1591.jpg | healthy/1786.jpg
7a62aa058ba43c2e1ffbae5f35985493709413aab02fbc23dbcd04496f71cf4b,2,meningioma,sin_particion,False,False,meningioma/0221.jpg | meningioma/1631.jpg
7d5394d70748b7652e5e95b0af03403751c7a83f956c8c0c5bd80b68abb6e2b7,2,meningioma,sin_particion,False,False,meningioma/0300.jpg | meningioma/1373.jpg
7e661c18e007fdff48b831f85c74dbc1f19b87fc0a51e3ed4b2dd256360df2a1,3,healthy,sin_particion,False,False,healthy/0240.jpg | healthy/0640.jpg | healthy/1907.jpg
81c3c07f42893147e9b745619c2e962c7622f6464f506024aaf3cd3e1abb78b0,3,healthy,sin_particion,False,False,healthy/0945.jpg | healthy/1260.jpg | healthy/1509.jpg
81c4db4eb40f29f03efc36a9770d963ee9b738266ef3ca6bd8fa3db06e275fee,3,healthy,sin_particion,False,False,healthy/0849.jpg | healthy/0853.jpg | healthy/1078.jpg
81d4861d3ddea2cef9ae3b05eb4d74e2f3a683ae12759709d5f3bbb00a4b4cf2,2,healthy,sin_particion,False,False,healthy/1157.jpg | healthy/1544.jpg
81db423a4414e9ecfaabf064178c6e98965b0d6efd3437b64215a7d6bf561d37,2,meningioma,sin_particion,False,False,meningioma/1026.jpg | meningioma/1426.jpg
81e7d3b8d1865917af20c7d74fdd5b6a725f726ff33427292322d12ba72cd5cf,2,meningioma,sin_particion,False,False,meningioma/0912.jpg | meningioma/1444.jpg
81e8810f7309ac9b6b9548f7f434d305248d1512fa0f6fbe18fbe9166115119f,2,healthy,sin_particion,False,False,healthy/1098.jpg | healthy/1180.jpg
82446f1d6dedf21d5a3db1af4db2ada47435cc0ad7f75f55ce32b6af6b1169ca,5,healthy,sin_particion,False,False,healthy/0186.jpg | healthy/0694.jpg | healthy/1138.jpg | healthy/1615.jpg | healthy/1957.jpg
82d7ab9b8a1dd3f32e3f96aa70b6bf239a7cb2b36abdb7317139763b1bf7c72d,5,healthy,sin_particion,False,False,healthy/0062.jpg | healthy/0479.jpg | healthy/0539.jpg | healthy/1738.jpg | healthy/1995.jpg
83333576b0351d2387ad5dd71846451f27ff74e21dbc5fdf4ecc6701da2b0c44,2,meningioma,sin_particion,False,False,meningioma/0010.jpg | meningioma/1515.jpg
83355b1184cb28b58178fe36c2736aa9886513b6579894194b1fc8503815a273,2,healthy,sin_particion,False,False,healthy/1314.jpg | healthy/1706.jpg
8476bab58567c4aa60f8fe7472b0272e5d82f9cd44b60c62724b9866be3ab323,2,healthy,sin_particion,False,False,healthy/1150.jpg | healthy/1743.jpg
8685ef472671948f84b81c01c6b410983ba9a46736c5285666f9f95833b59d0b,2,healthy,sin_particion,False,False,healthy/0027.jpg | healthy/0524.jpg
86922c0b6ef10fc3352de0e80bffdca9d0e14759471cba2bb8ff119ff9722a63,3,healthy,sin_particion,False,False,healthy/0488.jpg | healthy/0975.jpg | healthy/1986.jpg
86e9aa159cbf2fb4b349af67643d7de0d6bb49aac4ac0d3df897e4c5bdbbcc1f,2,healthy,sin_particion,False,False,healthy/0469.jpg | healthy/0802.jpg
87a89ad481500d3c3ac476ec75c9484a0555a324d55cafc97dee14994bb428d8,2,pituitary,sin_particion,False,False,pituitary/0278.jpg | pituitary/0459.jpg
89c01d556fc0d65a0df1b6222c3926459c8b20e40009be5d3aabb80dd09351df,2,healthy,sin_particion,False,False,healthy/1205.jpg | healthy/1821.jpg
89f99ef20b764b382c02224bd8686e7e82767577decdd47b4238310a443525b4,2,healthy,sin_particion,False,False,healthy/0633.jpg | healthy/1938.jpg
