ruta_relativa,particion,clase,extension,tamano_bytes,sha256,imagen_legible,archivo_imagen,archivo_vacio,extension_no_esperada,error_lectura,formato,width,height,relacion_aspecto,numero_pixeles,modo_color,canales,dimension_atipica
glioma/0023.jpg,sin_particion,glioma,.jpg,48302,8461ec8f16b1c27d3fec97629a4c17094f78b35130801b9607f27e6e210e640e,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0024.jpg,sin_particion,glioma,.jpg,39380,15d7f00b3a5c2e48aef4ee101ce5733ba50d27a5d910fb974b3006a82029ec0f,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0025.jpg,sin_particion,glioma,.jpg,28836,a3fe338c17ed84eb8b9a35964dbb17acc4500a08a19815f0bcc68ab6877c7e08,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0026.jpg,sin_particion,glioma,.jpg,46171,ff5fc327b2c377ccd07d60d5a31cff6c4f6d29c37b7e5d141f08ac8ae310e0cf,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0027.jpg,sin_particion,glioma,.jpg,30251,48a9a0c34623490b77c5592e04021c846829f071a95a00cac234256ec9096e85,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0028.jpg,sin_particion,glioma,.jpg,48532,ef5cff6858aa1b18097dca16cd033ca29eaf5948eda834785926972e46907a3c,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0029.jpg,sin_particion,glioma,.jpg,38652,f0822404e6a76f6f7b094ceb119cf3ee488bb6b36b4d135b3c1fadbece8d2c0a,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0030.jpg,sin_particion,glioma,.jpg,38279,b8568f1dd92a2b2d1c8f18c7e853340915aa462ee762c34b6976a491ddc93a80,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0031.jpg,sin_particion,glioma,.jpg,28397,de583c1bef18a919821ceea5d40d3dd929961087672fd52858cb5cad937ac8cc,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0032.jpg,sin_particion,glioma,.jpg,34173,2be9ae0f5a68a107206590d26eadddb321ed6aa61489b951e240f4e2d2163f69,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0033.jpg,sin_particion,glioma,.jpg,26110,325917e697233e1b6067b96bdbf828c4d8f9d79cdee3a3f95a8bccda0382232f,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0034.jpg,sin_particion,glioma,.jpg,27873,f28712175f07b940f231b3bd4bb99b03e8e6fd9f540663e380da5cb602257df4,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0035.jpg,sin_particion,glioma,.jpg,34491,e440e0fc9c16e647de7d0c3f7b8c93ebf1c6c0707aec9851bf541c00bc253f5c,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0036.jpg,sin_particion,glioma,.jpg,33028,b052f2915b6429c896bc43acea527a29ea37964e34794250211a178ef610bca1,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0037.jpg,sin_particion,glioma,.jpg,38141,d4ed7b3a7fd1d97d1b0a4860e0d26476645deaa9e27ee23f3484aff892b9b348,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0038.jpg,sin_particion,glioma,.jpg,36891,4897ca1e9a35966c736c80785760b633f4966f10b4c87439b0af5b55ebdbd523,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0039.jpg,sin_particion,glioma,.jpg,39704,85caa4463fbbfb91b82656514d39305750994e84de2ce40b90d5772b62ddc35f,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0040.jpg,sin_particion,glioma,.jpg,26996,d62b37eb960045ba467ed6ce94463b40ca59a9de9a8fa3d31d89076250091b59,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0041.jpg,sin_particion,glioma,.jpg,37942,9a880f81b21044124b361079e9af76770eca3f8aa964aacb3792e13c3d7d9b23,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0042.jpg,sin_particion,glioma,.jpg,25723,0806d0e12741d9445ad791085d3954104217b8c26a77be8ffcf2ccf2bd66fcc0,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0043.jpg,sin_particion,glioma,.jpg,37393,045af78e86b3ac774782677b2ea97dd53f2887d981fde9aea5bb6d93d0643b3d,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0044.jpg,sin_particion,glioma,.jpg,24404,4d8ca867e3a5077630828bbbc09bb560ffd6d5877a2564262c8c7ef2f6fd95b8,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0045.jpg,sin_particion,glioma,.jpg,31712,2b3cfbdb0d17731418dd1efba3faea37a7d49f072f09e010cce8f4c7bb79e400,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0046.jpg,sin_particion,glioma,.jpg,31655,f99bb7764d1c9f48a80bfd742dc6fbd97cdbdb90832f56208d88c092526b5ba9,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0047.jpg,sin_particion,glioma,.jpg,26760,3497b130cc8187d6d8219a6777acbed022e5a768dfb22b9039b12ddceb662823,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0048.jpg,sin_particion,glioma,.jpg,39155,ed4e466ab243f2c34e4f163d462c048e961a22248a52573df90deed06437e7fd,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0049.jpg,sin_particion,glioma,.jpg,45971,608c615c5ae90eb2f9fb017f0167570bc85e473b60ee34e4949c65e0b44980c0,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0050.jpg,sin_particion,glioma,.jpg,34359,ee31f9817f8aaf3cf37450b9a639494e94a6212de2bbde50198886c7b278cd17,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0051.jpg,sin_particion,glioma,.jpg,34637,93fa585df936bece510aa1fa32ec1a0e9a4e35a7d482b86aa92fd92a49c6ddc0,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0052.jpg,sin_particion,glioma,.jpg,33384,a478ac742b55997fe44ddd6128ac8d37845054bcc396addfbfd19b304add5943,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0053.jpg,sin_particion,glioma,.jpg,36549,5ec17cc7f566aa8336e2ace6aff0b6cfce5cff417d20635ac34bb8f5b4cef32d,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0054.jpg,sin_particion,glioma,.jpg,37868,f0cb370692bff80bf89af4b6fd359cdedd5c72f67ab54c3918cee39d200ebb4f,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0055.jpg,sin_particion,glioma,.jpg,34673,9fd4630a9c7879f890dfd88d3a657d7c7014de5cb8f9b077bea8d78ce3234df3,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0056.jpg,sin_particion,glioma,.jpg,26336,744ff1973f6330bc3f9a4f0212e7c78750f9ea1c08036fac2f882f6661de8022,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0057.jpg,sin_particion,glioma,.jpg,37480,1ec17404e7bb1d823f5f9d46ebd0a6c149bd41bb0a2f3fd9f3bebd336bd36826,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0058.jpg,sin_particion,glioma,.jpg,43429,6e747673d05c192c3b5c12541eb59acc20108ae124ce5a8fd0e7b13b97ace011,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0059.jpg,sin_particion,glioma,.jpg,29600,e18dc59a86e47fed0f21f6fa06b07d3ed3e9b215845b3095d7aea3c9f965e555,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0060.jpg,sin_particion,glioma,.jpg,34229,5ae0141dab04965ef80c732f4ad57cd512910445173443c437bc02ce243c699d,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0061.jpg,sin_particion,glioma,.jpg,32289,006d5d52771a18382d53cf3a8594273a52802134254960ff63415d7c9e6e0e6a,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0062.jpg,sin_particion,glioma,.jpg,38599,41d893589ebef32407c96e321223fe55c117c945e562b84f56aec6b992092e54,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0063.jpg,sin_particion,glioma,.jpg,25308,10ed1ab1091f15d3f9c033178c345a1a725c1ae3659c4104efb7eb5c087648e3,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0064.jpg,sin_particion,glioma,.jpg,30977,f3d035b6686e74f83993afd9c754aeb40e76d02c784b32873cce2db8529ddf3f,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0065.jpg,sin_particion,glioma,.jpg,36567,639b88ac1e867b7ef3e8252022c703cd60c3292c5b3c65987557766d4e1037b6,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0066.jpg,sin_particion,glioma,.jpg,28199,bc27319a535154027ea5cd9192efca91c83aad41d767526f4c3091a3f91183c0,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0067.jpg,sin_particion,glioma,.jpg,35674,cc6bc9b8084b0767903026bda90f18ccc307fc4f694bbe70ea61adf55590f4e4,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0068.jpg,sin_particion,glioma,.jpg,32944,1fa6738592e0b0dd3090edfd7f116044d4c87caa7d32895eb1f117270b88cf5e,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0069.jpg,sin_particion,glioma,.jpg,50894,132a333394f64156ae65910b923e6b7e9ea98fd54648ba81315f81f0f44efedc,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0070.jpg,sin_particion,glioma,.jpg,40989,b9e76856445c4c5ae39276b4cb187f81d44393e7fcd4e55b6297071fd517c329,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0071.jpg,sin_particion,glioma,.jpg,39706,285a4168eea7f0b8676355b86a5d87189ccc02c67fa8e01d2210f845bdf7e9ca,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0072.jpg,sin_particion,glioma,.jpg,45634,9936203c05d8ae19a41ae544d53abd4b4dcd8c5568f3df559c5578fb7cda725b,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0073.jpg,sin_particion,glioma,.jpg,33305,3417190e3b3eacca60251006ff93861a04a77ad7d01b736164e13acf755dc186,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0074.jpg,sin_particion,glioma,.jpg,27906,5aface46d3bc28296f09374fbb7d5f66cd79d8a6fe96ab91ebac1eb6bdc317e5,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0075.jpg,sin_particion,glioma,.jpg,49705,d58ab600501f07bee046122d00c8451147e1db6b174b59df95d647aa5143a2aa,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0076.jpg,sin_particion,glioma,.jpg,37449,f955ec3203d2cc11574871246332451cb298d5861c0cacb66771649107ab5592,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0077.jpg,sin_particion,glioma,.jpg,34425,78afbdf0e95fe0513bfe28d551d3d1315aad73e74702184ac13318ea24d0268f,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0078.jpg,sin_particion,glioma,.jpg,24072,b96dc707a8bcc6efa73bc32a95b9750206c848282e5587a97bfdcb021b99e0dc,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0079.jpg,sin_particion,glioma,.jpg,35171,d9d8c53240163b69f47f05f70e3b3f3b593cfc394d9d07115081fb673079655d,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0080.jpg,sin_particion,glioma,.jpg,39242,d2c485f9db744bb267fe03be6c6e62e32ed4e7c3be16a76c3f1908ed05c113b0,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0081.jpg,sin_particion,glioma,.jpg,44439,7e9473c2debd917564bf3b01d11257c1d1ab5b9e67ae4adbda63b51e5dc5d57c,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0082.jpg,sin_particion,glioma,.jpg,42910,0c4b719a620c79774b8c0447def209d1cffc83feef1ff0645648049f83d2bac7,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0083.jpg,sin_particion,glioma,.jpg,26512,9daab2231608e134b0aa6d355f29bda09bc0d13db60fc2764b665d2f28dfa5d3,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0084.jpg,sin_particion,glioma,.jpg,22852,745ad3f05e70df0efd7fc2b155a7a789b9f822d2a796b44d433e27f57624ff09,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0085.jpg,sin_particion,glioma,.jpg,36216,7b4ebd6ff6eafb53f2a8726d77f9ae94978da0e75a558a92853e4aa620de1d0e,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0086.jpg,sin_particion,glioma,.jpg,41869,dcceb199126d57ffd9af34a615beac4c3371fde80c896f787939665a242bcc54,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0087.jpg,sin_particion,glioma,.jpg,40831,295ada122fa48c98438176f34ec033efc6b6a5257cfaf2b10d41664e2ed1af5e,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0088.jpg,sin_particion,glioma,.jpg,36178,43edc823cfe8e9ff1ed86d6451e8970ce684716bd06a954c269fe0933d8fad98,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0089.jpg,sin_particion,glioma,.jpg,45941,46a0190b5e10baacbe1380883afbb523e55e5d01671b4d48cb38f094fdd07ec2,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0090.jpg,sin_particion,glioma,.jpg,24653,a1eee021a885ff869ed29597732c245f152e7af91724ae2004237df71a5d216b,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0091.jpg,sin_particion,glioma,.jpg,29488,3a5c03a7d16073387c67aacd292086a4a9ba3e8caddb04814f4bc5c35cea11f3,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0092.jpg,sin_particion,glioma,.jpg,39739,f31a7afa133b8b72c3e4761c4023635119307dddf4fe91a498988322b5c648f8,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0093.jpg,sin_particion,glioma,.jpg,43626,c54286554332ac9ece89f3d49768047413434d9e950e068042d3a7cc8a39c0c5,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0094.jpg,sin_particion,glioma,.jpg,36713,9431299b835f5cc6b296e45f91eddc69184b875bd303bb9816199e94de756127,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0095.jpg,sin_particion,glioma,.jpg,45448,d1602e2d18d50e5eb45d918e0d8e3266432530a1663957217f9b492548a897eb,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0096.jpg,sin_particion,glioma,.jpg,31239,eafd222728479dc6e4d64dd65002abf742ddbbaa41dd6c8e154ca42550113f7c,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0097.jpg,sin_particion,glioma,.jpg,41739,f3e9d81d27de7a0406725a8b1aec1c3d94d43887d82224d2d5258a23685d6c80,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0098.jpg,sin_particion,glioma,.jpg,22043,93edaa090494bdd67ed21e1624ef0f891a58dc5ddb281f3d7bb7aa2b8323d995,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0099.jpg,sin_particion,glioma,.jpg,49286,4083bae9f42620960f106b93aa857f9c2489b88b78de8ebebac76df8cedff4d6,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0100.jpg,sin_particion,glioma,.jpg,48615,cd9accdb9bf271f6bc470ff9f6ff4745d6e269428b5f23013e6e417346227af1,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0101.jpg,sin_particion,glioma,.jpg,33183,073af21a99d640c9778a06b2cbc2345aefb69db74053acc71d49a2900af85abd,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0102.jpg,sin_particion,glioma,.jpg,52209,b873852f8b3ef86f7f86dc226af21b321eecac8144d794b6c2c0c943a6360e2b,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0103.jpg,sin_particion,glioma,.jpg,44984,5d8a490ad62122545adcf2be6d6716a016e1ca3239c7e4de4b039664f4672f7e,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0104.jpg,sin_particion,glioma,.jpg,28948,a8fadd4471e0db2e4abf26d4deeed630f0db601bbffb15d2d310f83e52c41888,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0105.jpg,sin_particion,glioma,.jpg,22251,c0af036d2394033ba783b96eaed4e05ce497d78ce12408f699a5d5069c2b0263,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0106.jpg,sin_particion,glioma,.jpg,29381,7edcdfb02e08f639aa0a8beb0ecd672027c955e0c7b2d3f22ddcc2d401c5121e,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0107.jpg,sin_particion,glioma,.jpg,35549,39fb13a05b9d689d160f399e038dc0176026b2a4bdeb155f793be452e7272e91,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0108.jpg,sin_particion,glioma,.jpg,34770,3f40889a2aae6b152fd2130b057997ddaf9c6aad31f5ba1050d0b5d1bc744d22,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0109.jpg,sin_particion,glioma,.jpg,50949,b38f318cb9b556c23e606da7d166b40cdbb5aa0f4ff1d0b8bf61d1ac48b70a03,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0110.jpg,sin_particion,glioma,.jpg,37225,e3c6401445f10b9ecbe95db1100a33957f157ab761999140fd633f62402265c1,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0111.jpg,sin_particion,glioma,.jpg,20385,53e260cb765fc72a6eb1da4ec7fd7ac9d9627c73792349b1099e6d8187d6d951,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0112.jpg,sin_particion,glioma,.jpg,31001,6bb0424ef54c89443d258bdf42fc6f5aee92d4772176304269567881808f76fe,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0113.jpg,sin_particion,glioma,.jpg,27947,47ae542f9b491404217126400dd629488e6a698ab8b78bdea0b23a7d774d7734,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0114.jpg,sin_particion,glioma,.jpg,38262,0fa7bf3482942fd8f177ed16007b151b42755c43d5692626d4294b031f6eb4f8,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0115.jpg,sin_particion,glioma,.jpg,41684,258a8799c10631dafd3619fc49fb0aeef9850217a8ec0ebba31850b9bd7cbee1,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0116.jpg,sin_particion,glioma,.jpg,33060,4f048a7b50682467f8e3d5bb6a3cb46e1afd2524fdcf4bd87745e21ac443ab66,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0117.jpg,sin_particion,glioma,.jpg,33063,c1280c9331259772b52efec7feeff2287bfc4e96cc4fa7bcf6f5515a9ce37e42,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0118.jpg,sin_particion,glioma,.jpg,34767,2e59f095aca683a2d573a5119a8308f764001ee86894873636113bc5c353295c,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0119.jpg,sin_particion,glioma,.jpg,32797,bdf00e587f03636acaeeaa7d602f89dcebc7cea35128dea7c131b8d749450ae8,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0120.jpg,sin_particion,glioma,.jpg,29073,33a9ce41ea7d14beca01d4073e4b99f79cc3b6d7fdef0ca5ca14140456ee47df,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0121.jpg,sin_particion,glioma,.jpg,38740,2b53e64640253be8a82b2fdf77ecc36e5053161ae678ef8a343b7fdb0feed2fb,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0122.jpg,sin_particion,glioma,.jpg,41611,39a389e86583a5c189055597e5322711564bc0737d12a32ac191accb6d660230,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0123.jpg,sin_particion,glioma,.jpg,36488,0a2e96350e88431b0a9e99f80ec1557a1b826f23a52ca192418445b8bea29fb3,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0124.jpg,sin_particion,glioma,.jpg,41623,dcd44257ec350af8132752ac62082b8948ab1e06595d69973c5625b94041e877,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0125.jpg,sin_particion,glioma,.jpg,32903,7849cd2028f8466299382d2d9781f60beab3eab397518ab228203ac56322e16d,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0126.jpg,sin_particion,glioma,.jpg,39018,6d30322809853859af2ebeefb6bb609fede3ffa8279117934706cf35568aeceb,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0127.jpg,sin_particion,glioma,.jpg,25107,c399b14daa38b876e309bd366e554adac20a6cf2176428207ebbdda9d3a82b12,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0128.jpg,sin_particion,glioma,.jpg,34797,d4c50a5e242f9d608398d3ce69444f1576162e1e06574d4489be9a3f2a85b4e1,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0129.jpg,sin_particion,glioma,.jpg,29698,23bbceacfa33639501af72124d6704588375355b4284254d2be5167664883f36,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
glioma/0130.jpg,sin_particion,glioma,.jpg,32966,2788fb04c673129e9ba1451f39391c2d8e526975fe8fa69328a2dd07c037e240,True,True,False,False,,JPEG,512,512,1.0,262144,RGB,3,False
